,Review,Rating
12808,"But it's not 13mm bass driver
It's 10mm",5
12809,Best at the price of 999,5
12810,"Awesome product❣
5 star rating❣

🏁Nice backup
🏁Lightweight easy to carry
🏁sound quality is good
🏁Better connectivity",5
12811,Made in India alway great,5
12812,Nice,3
12813,It's a great product. I love it.,5
12814,Sound best,3
12815,"Look was good, sound was bit low, worthy",4
12816,Value For Money. Best product in Best Price. Bass is very good. And Design too,5
12817,Product case quality is very bad,2
12818,Amazing sounds quality....I love it😁,5
12819,"Bad build quality , I used only 20 days and right buds has not charging . So bad experience with this duopods F30.",1
12820,Automatically disconnecting 🥲😠😡😠,1
12821,Yesterday i purchased on launch sale...i read reviews...some bad reviews is there...at the same time i received this...one day i use this...this one is perfect...case quality only low...but this price awesome...go and buy this...😍😍😘😘😍😍,5
12822,"Capsule Quality: Not good.
Sound Quality: Bass is awesome but treble is not good.
Battery Backup: It's good.
Connectivity Range: It is said to be 10 meters...but if any obstacle comes within the range then there is disturbance in sound.",4
12823,"F 30 Best Product By Mivi

sound Quality is Superb
High bAss
Hd Stero Sound
Long Lasting battery

Best. In price

Overall All best product

Must Buy",5
12824,Good product satisfied.....I want more bass. Not satisfied,5
12825,"Awesome Sound quality , loud base and Battery beckup Good
Calling quality amazing ..Value for money product
Price only 999/-",5
12826,"My left earpiece sounded very low, compared to the right one.
Also the ear tips (not the rubber one, the one on the earphone) it's oval and that causes discomfort",1
12827,Very good for the price the touch gesture works well,2
12828,When i keep both buds near they plays but when i wear them one of them disconnects,1
12829,"Awesome product
overall = 5/5",4
12830,Love this little duopods..,5
12831,Bass quality very good,5
12832,Product is very fine and cute looking.Delivery boys are very much sweet person,5
12833,Case not good....lodu...,1
12834,BUILD QUALITY VERY POOR 😀. AND BASS QUALITY IS GOOD BUT TRAVEL QUALITY AND VOCAL QUALITY IS NOT GOOD😕☹️,1
12835,"The build quality of case is very cheap even magnets are very cheap
Customer will get monster battery backup
Sound quality is satisfying not for bass lovers
Fast charging 👍👍👌
White colour the mivi branding is unable to see
Better to tke different colour

Statisfying product 😎",3
12836,"First of all this product in made by an INDIAN brand, nice product design and build is good but one issue/mistake done by brand is that the driver size is written wrong,",4
12837,Congratulations MI&VI. The Product is awesome.,5
12838,"Best in class product
And best for students who attended online classes😎",5
12839,Osm I like this😊,4
12840,I used JBL earphones and headphone since 5-6 years but this is really comparison of JBL and Sound and Bass is powerful and clear sound........So go for it.,5
12841,Sond quality is not premium otherwise it's a fabulous bud,4
12842,Really Nice product.. Quick Delivery from Flipkart Thank u... Budget Duopods,5
12843,"Worth for the price
Wow the Battery backup
Sound quality is not premium but decent
Bass is ok but not punchy
Trebals, mids and high are not good
Touch controls are superb
Case(lid) quality is very very bad, Case hinge may definitely get split over the course",3
12844,"Pros-
1.price-999.UNBEATABLE
2.battery.No issues yet,after 4 hours of use i put them back in case with 60%charge left.
I feel, in regular use it can run 10-12hrs even without the case.

Cons-
1.noise, left earbud start with odd noise.like a radio.
2.build, they need to improve the ""connectivity of case with buds.""Sometimes buds are still in pairing mode even after putting them in the case,because the pins are not properly aligned. (Touch it once,it falls in place and all is good )
NO ISSUES W...",4
12845,"Sounds quality is good, touch quality is good, product looks good but the case quality is really bad ,even in this price other case covers from different brands is far better. Mivi you need improvements.",3
12846,Just a little delay in response. Rest all is good.,5
12847,Not comfortable in ear,1
12848,"Nice product 👍👍

I am very happy 😊😊

Thanks for flipkard and mivi organizer ☺️☺️",5
12849,Extreme Bass & enhance sound 🤩 Totally worth it...❤️❤️,4
12850,Amazing.. Thanks mivi 👍,5
12851,Sound ok but built quality of upper case is so poor,3
12852,Auto disconnected and connected multiple time during call,1
12853,Powerfull Bass mivi DuoPods f30 brand 😍 made in India 💪,5
12854,Great sound and great looks. Battery backup is awesome. And instantly connect to the phone.,5
12855,"At first the hinge is kind of a loose one...so was going to give 4 stars for that, but was blown by the sound quality...",5
12856,"I have been using this product since past 3+weeks and have no complaint so ever, it a great addition in one+ family It's a great product for one plus fans like me.",4
12857,Best in class.. Delivered within a day.. Fabulous with bass and sound. It has 2 mics which is good in case u want to use in outdoors.,5
12858,"Perfect partner for a perfect phone. How good is the sound output and the speed of detection and connection with Oneplus phone is incomparable. If you have a Oneplus device jist go for it and even if you dont have one, know the aound quality is amazing (music and call)",5
12859,"Only buy this if you're on a budget and have a OnePlus phone and don't know who an audiophile is. Also if you're obsessed with meetings/phone calls/audiobooks.

Expect disappointment with sound quality(2.5/5) due to:
1. Codec limitations (AAC Only)
2. Buds designed for bass only: The mids are usually muffled up due to the bass and the highs are a bit blunt. You will miss out the essence/beauty of quite a few instruments or the subtle notes that would otherwise add a magical effect for your sy...",3
12860,"After using it for one week I'm quite happy with the buds , the sound quality is clear and volume is good . Bass is adequate , Vocals are really good , it's the best tws in this price range . Wear detection works really well and you will notice the difference when you use them . The fit is really good , after 15 minutes you won't even feel like you are wearing them . Really light weight . Call quality is not that great but it still is decent and the touch controls work really good . I'm using...",5
12861,"Guys trust me. This is the best tws u can possibly vouch for at this price range. Im not really onto reviewing stuffs but im pleased to since this is satisfying on all aspects. The sound quality,battery,build quality,call quality are simply lit 💥. The wear detection sensor works great and there no latency or audio delay issues. I watched an episode of a series and played pubg as well , couldnt point on any issues. Not even a minor delay. Also the fit is dope. U can choose the right buds sinc...",5
12862,"Review after 2 months of using -

1) The sound signature is ofcourse awesome as it holds oneplus signature.
2) Many people were complaining about the bass . And yes it is a bit dissapointing . But i am not that much a bass lover and if you use normally for youtube , a little gaming (which is also okay okay , as it holds a very little latency it is somehow manageable , currently i am able to play COD as it seems good ) .
3) And when it comes to battery i am able to get 6 to 7 hrs on medium vol...",4
12863,"Well well, i have been using this pair of buds for a long period of time now and here are the things to note

1. Build/design- when it comes to design it really shines out as I'm using the steve Harrington edition so it looks cool and build wise no complaints either, but except for the fact that the case is having plastic hinge. 4/5

2. Connectivity: Bluetooth 5.0 outta the box so no issues connecting to my phone thi i don't use a OnePlus device it connects flawlessly, but the things starts t...",2
12864,"The best TWS within the 3k range!!!

Top 3 reasons for being a vfm product:

1) Call quality: An often ignored aspect of the TWS category. These earphones deliver crystal clear calls indoors which definitely sets them apart. Moreover, you can wear them for long durations without experiencing any discomfort.

2) Balanced Sound: They will not overwhelm you with brilliant acoustics but definitely offer a balanced sound profile. Cannot and frankly shouldn't be compared with the sound quality of w...",5
12865,"I like it, but a genuine user it lacks some function.
It is small compact and portable so + point goes to that.
However you like bass then you can go for it. Though it is above average price for the Indian users, if you can afford I recommend go for it",4
12866,"Man o man i just loved the way they are build,the build quality is very good, connectivity is also good,sound quality is also fairly good according to the price.
If you have a budget under 3k then you surely can go for it.
But you have to keep in mind that without any oneplus device the customisations are very limited and you'll have to download a app named ""hey melody"" to get the customisation options and firmware updates.
Overall a great package for the buck.
100% Recommended",5
12867,I am very happy to buy this product it is very good quality and its bas and sound quality is very good designed is excellent and comfortable,5
12868,Superb 🤩🤩🤩. I love it🥰🥰🥰🥰🥰🥰🥰. Amazing sound and battery backup is awesome ❤️❤️❤️❤️🤩🤩🤩🤩🤩🥰🥰🥰🥰🥰. Thank you Flipkart ❤️❤️,5
12869,"Worst part is connection,
Sound quality is good
Battery backup is good
Phone calls microphone clarity is good
But

It disconnect automatically for no reason & that is definitely irritation. It is still uncooked product not optimised like regular OnePlus products.
I'm really disappointed.",1
12870,superb call quality. nice touch controls. lacks bass. clear sound. good battery. nice fit.,4
12871,"Everything was quite good at this price, while attending call or making a call to someone, voice is fluctuating like in both ears like one by one.",4
12872,"Pros
1.nice build quality
2.fast charging
3.best wear detection
4.nice battery life
5.best customer service from service center
6.best connectivity
7. Nice fitting for ears
8.suitable for gaming but not 100% accurate

Cons= negetives
1.cabel given in the box is very short
2.price little bit heavy
3.open cap of the case little bit sensitivity little bit care is required

This is best true wireless earphones at this price point of view at this time
Be consider above cons and pros",5
12873,"So got it today morning heres review-
Except battery ( That I will update later)

PROS

Premium look, looks rich
Crisp Sound
Very good Bass
Even 100% vol, it doesn't go down
Lightweight
Perfectly fits in ear

CONS
1. I am facing slight connectivity while phone is in pocket, dont know about others

2. Tap functions are very limited. Just double tap function that too for selecting next/previous song. Means you can't pause music by tapping them, you have to take out the device from pocket. Altho...",4
12874,Best TWS available in this price range...u can go for it without any doubt if u r a music lover as u can feel the every beat with punchy bass it provide...superb build quality and flawless design..sound quality may amaze u..,5
12875,"Good aound quality with decent comfort.

If you have one plus handset , then go for it . Worth every penny.

Other phone users can face issue while connecting the headset as tried connecting to realme 7 pro but gave lot of connectivity problems.

Note - one plus user update the buds app so that you have better experience",4
12876,"Absolutely amazing thing. This has made my life so easier. This is my first true wireless headphone experience and I'm satisfied.

I saw many brands but none had better ratings than this one, so I went for it and yes it does amaze you with the build quality and sound experience.

This is the best one at this budget. Just go for it.",5
12877,"After 4 days of getting the product reviewing it,
This is quite lovable and very handy to use it,
It's battery 🔋 backup just amazed me, the buds gives around 4 hours of running time without any lag and takes only 50-70 mins to charge up from 10 to 100. Now come to it's capsule it gives really 20 hours + backup and takes approximately 1 hour to fully charge.

Comes to the sound quality it is just superb,
But the cons i feel that if you are in a media player or in a game, and attending a cal...",4
12878,"This thing is perfect for me, the sound signature feels balanced. the silicon tips does a great job making an isolation. the case doesn't feel that much sturdy but the material doesn't look cheap. The wear detection is amazing, works every time. A thing that i noticed is that i have a OP 9R and I can't find an option to customize the touch controls on my phone, maybe it's because of I'm doing it wrong but that's am issue I'm facing right now. Overall I'm really satisfied for the price",5
12879,The best budget beast.. Worthy.. Sound quality awesome.. detailed music experience.. FLAC music lovers definitely loved it.. Best TWS earphone compared with realme or any other brands.. battery life also very good.. Handy product also.. Over all 5 stars.. I liked very much..,5
12880,"Was not sure before buying earbuds but i am happy that i ordered. It fits like gloves.
Sound is amazing good holding kn ear.
Very handy and blutooth connectivity is fast",4
12881,Used for 2 days on my one plus 7t it worked awesome as it has enhanced mode and Dolby Atmos feature available for one plus 7 and above model and If u having phone one plus 7 and above phone than it is a awesome deal but not for non one plus users,4
12882,"No if and buts !!✌️
One plus this Buds Z is awesome in its segment !!🔥
Such premium feel 💜, awesome Design 🤓! No doubt sound quality is Best 👌

In this prince range this is Great !! 💥",5
12883,"This is nice for this range. I have got this on offer (2,700). If your budget is low, then you can go for this.
Sound clarity is superb. Vocals and instruments sounds are superb. Bass is balanced and good but not superb like Sony. Actually this is far better than Samsung galaxy buds. I can Say this is actual budget wireless buds.",4
12884,"Smooth deep bass with good trable and vocal . Battery backup is really great . But please purchase a cover with it , because it get scratchs very easily.",5
12885,"Awesome product writing after intense use after 3 months, One of the best in this price segment with very good noise cancellation and quality of sound. mic coud be better creates Lil noise in outside but best in indoors. BEst option",5
12886,"One plus buds z is just awesome. I am thoroughly satisfied with the features. It connects like a charm, the sound is pretty good and the battery life is extensive as well. I being a one plus user was greatly satisfied by the UI in the notification bar which tells the user about the battery levels of both the buds and the case as well. The touch controls are very responsive and customizable too. The case build could have been a little better. But otherwise its a fantastic product for the price...",5
12887,"Beautiful looking and clear sound. Comes in compact good looking case.

After one month of regular use the right ear pod is not working even though it is charged to full",5
12888,"I am having a OnePlus device and so bought this with no extra thought. Initially I was aware of there is no active noise cancellation, but there was a software noise cancellation built-in ., Notice cancellation won't work well on this device .

Sound quality is above average
Connectivity is seemless
On ear detection is good. But when we walk , even small movement cause this detection to invoke and pause track.

Fit and convenience is appreciated.

Switching between devices too works well

...",4
12889,"Nice buy, using with iPhone , best experience bass is good with overall sound quality, main thing is battery backup totally love it . Thanx flipkart.",5
12890,Good good design and good looking so good but is cal is not working a slow sound and oneplus is a good product thank you and then main bhi ek app kisi ke liye banaa do do to achcha hoti hai noise ka hi aisa taraf isko ek app home plus good,4
12891,"Very decent product from good brand at affordable price. My main requirement was official calls through phone or macbook. And honestly they are performing beyond my expectation. Even whispering can be heard another side easily :)

Thank you Flipkart for improving delivery timing. Delivered in Chandigarh within less than 24hours",5
12892,"Beautiful Design and Strong build!
Loved the Sound Quality, Touch Sensors are very smooth and responsive!
I have tried Oppo enco w31,Realme Buds Air Neo and these ones, these have the best touch controls , build as well as the Design!
Fit is just perfect and never falls from ear!
You can't get more than this under 3000!!
Must Buy and Good Value for Money",5
12893,the bass is not enough and the sound quality is like someone screaming in your ear i waste my money but the design i like the most of them...its like a showpiece..not usable and the headset is also turn pause again and agaim when you walk aur talking...so bad sensors,2
12894,"It's a good product. I've been using it for 2 months and I find these buds okay. The only problem is that I don't use a OnePlus mobile so it is a major disadvantage. The wear detection becomes irritating for me while using for longer periods of time. Sometimes the music or the video gets paused if the buds are in the ears.

There is only double tap feature for these buds and it's quite acceptable for me. One thing I can guarantee is that it is super comfortable. Good is also good. Balanced ba...",3
12895,"I am writing this review after 15 days of use.
Pros-
1. Superb bass. I didn't expect to be that good. I am really impressed.
2. Good sound quality. You can feel each and every musical instruments sound.
3. Good build quality. Fits perfectly in the ear. Even I didn't a bit of Jogging wearing this but it never felt like coming off.
4. More than decent battery backup. I am impressed with this feature too
Cons-
1. The worst thing I found about it it's cellular call quality. Sometime you can't h...",4
12896,"Good budget ear buds, decent sound quality, not audiophile level but good, bass could be better, pairing is a breeze, good battery life touch controls work well, good bt reception and transmission when on voice, case is a bit flimsy ...built to a price
On the whole good value for.money and good functions especially when using with op handset",4
12897,Budget friendly wireless head phone...Built quality is good...Using it for a month... Good to watch movie and music... Not great for phone call.,5
12898,"OnePlus buds z too comfortable to wear , and easy to pair to the phone . Buds are light even not feel you have anything wear . Buds material quality is also good . All good at this price ..",4
12899,"sound quality is outstanding.
bass is not much have, but have standard level. bass is not annoying the music as well as.

pros
-very good sound quality
-dolby atmos
-battery backup
-shape of bud is very good for sitting in ear.
cons
-not satisfied in built quality
-touch gestures are sometimes annoying.",4
12900,"Worth for money, still working like a charma. Bought a one plus case as well and it looks stunning with it",5
12901,Just go for it best Bluetooth headsets by oneplus at this price the sound quote is awesome but the bass is a bit less than i was expecting but they sound really good and battery backup is great once I charge them I almost use them for a week they automatically charge in the case after the usage,5
12902,Bass is very decent and u can feel the excellent sound quality when you watching a movie .. charging backup is good upto 3.5hrs almost . OnePlus buds z is light weight and its desin is quite good ... Best option for. Under 3-5k... Choose dis OnePlus buds z after u can experience the crystal clear audio along with Dolby Atmos support,5
12903,"The buds look cool and feels good in ears but don’t expect sound to be too much of a bomber... nice highs and mids, I would say it justifies the cost.",5
12904,"Good for listening to music and movies,the sound signature is well balanced. Not the best for making calls. If you are going to buy this for making calls then I would not suggest buying this. But for music, movies and games it's good. And the fit is very good... :)",4
12905,"After using OnePlus Bullets Z Bass Edition for a while I recently purchased this OnePlus Buds Z from flipkart and after using it for a while now I can say that OnePlus is providing very good quality audio product at very reasonable prices. The sound output is very very good. The material used is very good, it feels very premium in hand. Battery life is also good. It fits perfectly in my ears and is very comfortable to use even for long durations. Thanks to flipkart for providing great offers ...",5
12906,I HAVE DONE A GREAT RESEARCH AND COMPARISON IF YOU HAVE BUDGET GO FOR THIS ONE ONLY AWESOME SOUND AND GOOD BASS AND CALLING QUALITY IS REALLY GREAT AND YOU CAN USE THEM ALSO FOR NON ONEPLUS DEVICES EVENNI HAVE USED IT WITH SAMSUNG J2 REALLY GREAT TWS,5
12907,It's an amazing buds by oneplus. It's worth buying. The bass is excellent and clarity is good. Mic also works well. Loved it.,5
12908,"Buds are good but I felt little bass missing. Overall sound is average as I have used different earphones and tws. Case is little big.
I had oneplus buds before which were rs 4999. The only problem with buds (4999) was they were not comfortable to wear and used to fall anytime.
In oneplus buds z fit is perfect loved the design this time.
Sound quality was awesome in buds than buds z. Buds also costed me 4999 and buds z are 2k less and oneplus made little downgrades to buds z.
I had also f...",4
12909,These buds are good for listening music for 3-4 hours. If you use them incasently they will get heat up and your ears will feel that also your ears will start paining. Second thing their calling quantity is very poor. They only work well if you are sitting in a very quiet room in outdoor and other noisy areas they are futile. My suggestion- Please don't buy them if you have 2500 buks then go for one plus band instead that is cheaper. Also if you can invest more you should try one plus buds on...,2
12910,"Hello guys I have been using this headset for almost 6 to 8 months now one of the major drawback is after 2 months time the mobile has to be at visual range with the earphones otherwise it keeps disconnecting and producing lagging sound.

The sound quality is good the bass is ok and the quality of the product when dropped from hand say about five feet drop is very good it is study and not easy to misplace. It has good ear grips., So it would drop off your ears in case if you are running or dr...",3
12911,"It's really amazing with fast connection and we can even switch between 2 paired device easily. It worth money. Quality is awesome. And battery backup too is good I think, I don't know much about battery related.",5
12912,"Design and build quality is superb.

Sound quality is superb like we are at theatre.
Most important battery life, when we charge 100% . Then we will used for 2 days .

Only one point is not to like me when we are on riding bike , then hearing problem. We have stop riding and clear our talk ...",5
12913,"I am using this oneplus Z Birds it's quite good and have a good battery backup but I have noticed that it the volume given should be more or can be improved
I really like it . Its battery is too good i using it from 24 june and i have charged it on 7 july after 15 days . Battery and every this is too good . Really aapreciated",5
12914,"I written my review after 1 week
1. Sound quality is good
2. Case degine is good
3. Confrt in ears
4. Bass not upto the mark
5. Connectivity is VERY POOR ONLY ONE METER
6. Battery backup 4 hrs
7. Not look good in your ear
8. Call quality is good i thik very good
9. Good choice for I PHONE user
10. I got it 2500
11 . Low lentency in pubg",3
12915,"I was really like the product the battery are very long time save ,sound quality is i not expected this sound bass in smooth and nize feeling outside sound not required ur hear only headset sound ,i like the doodle art design colour combination is perfect i book the product like design",5
12916,"Just go for it !

Pros:
Awesome sound quality and battery backup. If you are music lover you will definitely love this buds!. Battery Backup losts for nearly 2 days or even 3 days based on your usage and one good think is the percentage is not getting dropped even the buds and case are idle.

Cons:
Hey Melody app is not supporting all features for non OnePlus handset.
Sometimes it pasues and connects back during calls and receiver end sometimes not able to hear us.
Not supporting more than 1...",4
12917,I bought this after getting confused between realme buds air 2 and this one but i can surely say that i am happy with the choice i made. These have crystal clear sound and adequate bass but would not recommend to bassheads. These are very lightweight and you would forget that these are in ears after sometime.,4
12918,"I am giving this review after using this for one month , first of all don't go for YouTube reviews , some are saying it's awsome some are saying okay. So my honest review is its okay okay
You can use it upto five hours and you will not feel any pain. Talking about sound quality it's also okayish not something unique
If you want bass , a better sound experience then brk it's not for you
It's just give you a good sound quality with whom you can survive. It's not like special bass edition ear...",4
12919,"The brand Oneplus serves the quality product. Most important part of these buds is the comfort, fitting is very nice.
Connectivity: 10 on 10
Sound quality : 10 on 10 (clear sound)
Battery : very good
Charging : Adequate
Call quality : Good
Overall it's a nice product, I am using this with my Samsung and Redmi phone and the result is very good. I highly recommend this....",5
12920,"Great Buds with Great Price especially for OnePlus Devices of 6 and above
Sound It has Good bass and Treble mids and lows are also good
Built Quality is good for Price It's Premium
Connectivity is very fast
Sensors works well
No lag while gaming in OnePlus device
Calls are good Same like Wired Headphones of OnePlus TypeC
Touch functions are Limited only double tap but Looking at price range it's ok
Battery is good Roughly 4 hrs depending on usage and case will give 3 times charge to buds a...",5
12921,"Worth buying rather than to buy wired Bluetooth neckbands. Satisfied with the product.
Pros:
1. High volume high bass overall sound quality is very good.
2. looks and touch response is very nice.
3. voice quality on call is also good and no call drop or any other issue observed.
4. I am having one plus nord so it is having added advantage for connectivity for any one plus devices.
5. Can use single bud only as per requirement and keep another for charging.

Cons:
1. In ear fitment is good and...",4
12922,Good quality as always OnePlus gives and nice battery back up sound clarity is perfect loved the product thank you oneplus,5
12923,"Very good product in this price And in this price this product gave u more future and very good experience, till now no product replaces it.... 4-5 hr battery and very good boss and very good sound, each beat u will experience as in cinema hall in mall...",5
12924,"Complete value for money earbuds especially if you have an OnePlus phone the sound quality will be awesome no issues with calls bass is good it's present where it's needed overall balance sound output Latency on OnePlus phones is negligible not sure about other devices Build quality is decent battery life is good touch controls are limited but can be customised according to your priority
I would definitely recommend it i got it for 2699 For that price you can't get anything better the only...",5
12925,"Awesome Product, if you want to use this product without any confusion you can choose this one because one go i love this bass and clerity of sound no delay sound it's one of the best in this price range seriously i love it this bass and clerity of music and also calling mic is too much better to talk with this buds because you speek low it detects your voice and transmit to other end you can use with blind on your eyes because also good build quality.
Lastly i say that the product of OnePlus...",5
12926,"If you are looking for TWS earbuds under 3k. Just close your eyes and buy it. The quality of the earbuds and the silicon tips are really comfortable to the ear and it feels and looks premium also and the bass boost works really great with my dolby atmos on my phone so the bass is much much better. After much research I went for this and I did not regret my decision.
Tips: It is always better to go for a branded one rather than an unbranded cheaper one with more facilities cos' the quality an...",5
12927,Nice built nice looking Excellent bass and comfort to handling,5
12928,"Best bass you can get in this range in a blutooth earphone.
i am a bass lover and i can say that this piece amazed me.
Battery works almost 2.5 hrs in 80% volume for me. just loving it.",5
12929,Sound quality is very okaish. Its good if you are listening to the music or podcasts but is very poor if you are in call. You need to find a quiet place to talk. I guess one plus has stopped making quality products now. I was using One Plus bullets 2 before this and they have much better quality.,3
12930,Such awesome product base is really good and good sound quality it's totally worth it ✌️,5
12931,"Excellent One from reasonable price .. Dont hesitate nd dont be double mind .. just go for this one .. Trust me ur money wont be waste .. 👍👍👍👍 ..

Sound - 5/5 ..

Bass - 4/5 .. compare to Jbl nd Boat .. bass comes little bit low .. but decent ..

Design -- awesome 😍😍

Touch sensitivity -- Good 👍👍

Battery -- it will last long 5 hours for songs nd videos .. for a call battery wll last long 3 hours ..


Totally worth to buy ❤❤❤",5
12932,"I've been using since jan almst been 9 mnths a good decent product I actually compared lot TWB and I'm satisfied
Pro
I dropped it in washbasin while washing my face still working same
I keep droppin the case evn from bed n stuff not even a single crack
Even if I put earbuds in case for ten twenty minutes it gve u a good btry life
You can use alternatively like one after other for 2 3 hours if u wnt.
Easily get cnctd whenever you opn the case
For few days it'll feel weird in ears but after...",4
12933,The sound quality and bass isn't great .when buds are on the sound is audible to outsiders as well when connected to other smart phone . This isn't expected from a brand like OnePlus Buds. Pardon me iff there isn't any such problem when this bluetooth is connected with OnePlus mobile .,2
12934,This is really nice for use battery back-up is good looks and colour is nice over all nice but if I am using this for long time with full voice that little bit making problem in ears.,5
12935,"I'm really glad to feedback the one plus buds z. Not expecting this much in this cost. Great deal I've ever did in sound accessory.

Extras : Not for gaming, gamers dtay away 🤝

All over the product is Great",4
12936,"Initially I have less confidence while I ordered this, but after I received this my first impression was quiet good it produce great bass with my oneplus 8 Pro.. actually I'm a basshead I only need a bass heavy headphones in budget
I don't care lot about mids whatever.. only onething I was suggest this for fitting in your ear. It's like you may forgot after 10min of wearing this that much comfortable is this. And bass is quiet good. Build of buds it's superb, but that box is not that great mu...",4
12937,Reviewing after using for a month. Bass was good as expected for a 3k buds. Sound quality is excellent and also good battery backup.,5
12938,I've been using it for months amd it's superb guys .,5
12939,Amazing bass and sound quality 🙌,5
12940,Bang for the bucks . amazing bass and sound quality .Battery backup is awesome. Value for money 🔥,5
12941,Sounds quality is good. Need to improve in vocal. Bass is also good. Overall its best in this price range.,3
12942,Quality or design attractive 😍 best one plus Z buds thank you Flipkart,5
12943,Great design and sound quality,5
12944,good performance according to the price,5
12945,Vry good bt high price. base should be more else everything jst fine. reviewing after 1 day use. case is good and looks premium. fits ok,5
12946,"Detailed review after 1 month of use
Bass quality with sound:5 star
Connectivity to both : 4 star
Noise cancelling work:5 star ( u can talk clearly on bike ride also)
Fit for the ear:3 star ( due to some attractive design some time drop out while gymnastic or in gym workout also does not fit in ear while wearing helmet its paining)
Battery backup: 4.5 star ( u can use upto 5-6 hrs real time with one charge)
Price: 5 star
All along after one month of use left side of airdopes touch is not wor...",3
12947,"This product wasn't having a lot of reviews when I bought it. I was a bit worried whether I'm wasting my money. But after I used the airdopes I felt it's worth the money. The sound quality is excellent. During calls, the other person is able to hear your voice properly. The bass is awesome you'll enjoy metal as well as classic with this airdopes. I would just say, plug into the Nirvana.",5
12948,"I have just bought this couple of days back and I am extremely satisfied with the product. It has very good battery back up and lasted for over 5 hrs at a stretch for calls today (didn't test while listening to music yet for a long duration). The voice quality is very clear during calls from indoors, I have got that checked with multiple people (haven't tested outdoors yet). The touch response is pretty decent and responsive (takes a little while to get used to and not accidentally pause or a...",5
12949,"The delivery was super fast......

So writing about the pro's and con's of the product..

Pro's.....

*pairing is lightning speed....
*it's very handy...and comfortable in ears....
* Can be use while wearing helmets
* BASS is awesome......
* Battery backup up and is way better than i think...
* Touch controls are awesome....
Cons ...
There's no cons.... brilliant product",5
12950,Outstanding product Awsmmmm clearity nd basss is superb Nd very nice build quality Connectivity is very easy nd the charging case is also gr8 #MustPurchaseProduct 😍❤️,5
12951,Loved the product it's an A grade in every sphere be it the quality as well as the colur loved it thank you so much team for delivering it in such a short time 👍 really appreciate it .. ps no second thought just go and grab it before it goes Outta stock ☺️,5
12952,awesome sound quality just love it and calling experience is also very good very nice and premium feeling true wireless earbuds I am very happy with my purchase,5
12953,"Heart was glad to hear the voice… and its battery backup is very good .. Pesa Vashul Bhai🎶🎶🎶😍🥰😍🥰
Thank you flipkart 🥰🥰🥰 😍😍😍😍
😍😍😍😍😍😍😍👌👌👌👌👌",5
12954,"Bass is excellent 10outof10
Sound is nice 10outof10
Battery backup is very nice 10outof10
I think my money was not wasted.
Overall best dopes.( i loved )
👍👍👍 boAt's all product quality is very niceeee., 👍👌👌👌👌👌👌👌👌
( its a premium quality dopes.)
I like it colour, sound, bass and battery backup.
Its a awesome.",5
12955,"Reviewing after using 3 days.

Sound : So I'm going to tell you in sort and Simple, you'll not get better then this. I've tried JBL, Realme, Apple but they are not for music lovers Maybe they are good for calling.

Design : The only resign of deduction of 1 star. It was somewhat bulky and hevyier. In jeans pocket it was look like a stone.

Battery : You'll be impressed by the battery backup, case has 500mAh battery.

Connectivity : The connectivity was good and fast, I'm not facing any issues...",4
12956,I am using this truke fit 1 plus in-ear true wireless rearbuds from last 3 days and i must say this is one of the best true wireless earbuds available at this price point it has really great battery life.. in last 3 days i have only charged it 2 times. It connects to mobile very easily and fastly. specially it is very comfortable to use. I think u should definitely buy this product at this price range.. I will give this product 10/10 for battery and 9/10 for comfort,5
12957,"Really, this earbuds are best to use..It has a great sound quality..It is light weighted and very comfortable to use...I recommend that if you are looking for a best earbuds you must have to buy this product.",5
12958,"First of all i like the cute small charger box. Good product for calling and all purpose. Earbuds design, look & quality are superb. The touch controls works perfect and good sensitivity. Bluetooth connection pair is also quick.

Must buy this product :)",5
12959,"It's really economical and perfect to use earpods! The case is beautiful.They are the ear shaped earpods which have a really good hold once you adjust into your ear, it will not drop. With capability to work individually they make a perfect pair, like for office use I can use them alternatively and the whole day passes without a though about charging.Overall, they are small, sleek with really good battery capacity and with the price range, a really amazing product to buy",5
12960,"Truke fit 1 plus in-ear bluetooth headphones have great audio quality, great sync capabilities with a responsive artificial assistant. The size is compact enough to be fit in a pocket without any uncomfortable feeling. Battery life is amazing, works for more than promised on the box.",5
12961,"Amazing earbuds.
The sound quality is really amazing it has a deep bass which is really good for music lovers like me.
Mic quality is also good.
Design is fabulous and touch response is amazing build quality is also nice
More than expected that too at such low price range
Definitely Recommended!!",5
12962,Very nice product for the people who are loving high bass music.build quality is also very good and it comes with excellent battery backup worth single penny...,5
12963,"The sound quality is very good. These earpods provides crystal clear stereo sound with true bass for immersive music experience.
In the end I'll say these are the best to buy in this range of price.
Hope this will be helpful for you guyz, I like this very much.",5
12964,This product is really nice. sound quality is good in budget along with that the battery backup is good and longer than other buds in this range. Must recommended when you need a low budget but better sound quality product.,5
12965,Excellent earbuds by Truke.. Comes with a chargers .. It's really very easy to use and also very much comfortable.. Have started using this.. Must say clear voice..Good connectivity.. Go for it a worthy one,5
12966,"It's really good
Sound quality best
I bought this product before 15 days.
I love this product.
Bass and sound quality is so good.
Sound are like Butter.
Quality and exterior is also good.
I love to buy again for gifting also.
Superb quality superb Design.
Nice.
Recommendation for buying..",5
